doc_id,document_type,field_name,expected_value
di_0007,DI,gross_weight_kg,"26.122,107"
di_0007,DI,bl_number,ONEYDS9GVMB9K
di_0007,DI,country_origin,ITALIA
di_0007,DI,customs_value_brl,"53.996,59"
di_0007,DI,port_terminal,RECINTO ALFANDEGADO MODELO
di_0008,DI,document_type,DI
di_0008,DI,document_number,26/2756023-7
di_0008,DI,registration_date,27/02/2026
di_0008,DI,importer_name,ATLANTICO SUL INDUSTRIA E COMERCIO LTDA
di_0008,DI,importer_cnpj,14.013.316/8742-90
di_0008,DI,declarant_cnpj,79.435.078/2317-79
di_0008,DI,ncm,73181500
di_0008,DI,container_number,TGNF2312107
di_0008,DI,gross_weight_kg,"18.993,270"
di_0008,DI,bl_number,MSCUJYLERX61P
di_0008,DI,country_origin,CHINA
di_0008,DI,customs_value_brl,"124.864,81"
di_0008,DI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
di_0009,DI,document_type,DI
di_0009,DI,document_number,26/2447065-3
di_0009,DI,registration_date,05/08/2025
di_0009,DI,importer_name,COSTA AZUL TRADING S A
di_0009,DI,importer_cnpj,14.485.043/0880-45
di_0009,DI,declarant_cnpj,85.851.655/2738-86
di_0009,DI,ncm,85044040
di_0009,DI,container_number,COZW3714438
di_0009,DI,gross_weight_kg,"16.347,841"
di_0009,DI,bl_number,MBLFVC3OCMPZ
di_0009,DI,country_origin,CHINA
di_0009,DI,customs_value_brl,"809.182,25"
di_0009,DI,port_terminal,PORTO DEMONSTRATIVO
di_0010,DI,document_type,DI
di_0010,DI,document_number,25/2916529-1
di_0010,DI,registration_date,15/04/2026
di_0010,DI,importer_name,ATLANTICO SUL INDUSTRIA E COMERCIO LTDA
di_0010,DI,importer_cnpj,32.796.784/3345-91
di_0010,DI,declarant_cnpj,30.146.524/5251-31
di_0010,DI,ncm,39269090
di_0010,DI,container_number,GTGN4908324
di_0010,DI,gross_weight_kg,"10.128,370"
di_0010,DI,bl_number,COSUVPDBEXXX5
di_0010,DI,country_origin,COREIA DO SUL
di_0010,DI,customs_value_brl,"718.733,76"
di_0010,DI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
di_0011,DI,document_type,DI
di_0011,DI,document_number,26/8969386-3
di_0011,DI,registration_date,14/05/2025
di_0011,DI,importer_name,COSTA AZUL TRADING S A
di_0011,DI,importer_cnpj,05.403.698/5411-18
di_0011,DI,declarant_cnpj,83.455.266/7367-41
di_0011,DI,ncm,85371090
di_0011,DI,container_number,ZPWR9695388
di_0011,DI,gross_weight_kg,"29.853,048"
di_0011,DI,bl_number,HBL89F5DR2YG
di_0011,DI,country_origin,ALEMANHA
di_0011,DI,customs_value_brl,"160.395,77"
di_0011,DI,port_terminal,PORTO DEMONSTRATIVO
di_0012,DI,document_type,DI
di_0012,DI,document_number,26/9075289-5
di_0012,DI,registration_date,20/04/2026
di_0012,DI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
di_0012,DI,importer_cnpj,97.322.928/7120-09
di_0012,DI,declarant_cnpj,41.661.776/3581-41
di_0012,DI,ncm,94036000
di_0012,DI,container_number,EILF9168892
di_0012,DI,gross_weight_kg,"14.610,925"
di_0012,DI,bl_number,HBLPMWND79VK
di_0012,DI,country_origin,ESTADOS UNIDOS
di_0012,DI,customs_value_brl,"225.770,02"
di_0012,DI,port_terminal,PORTO DEMONSTRATIVO
di_0013,DI,document_type,DI
di_0013,DI,document_number,25/7012421-7
di_0013,DI,registration_date,09/09/2025
di_0013,DI,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
di_0013,DI,importer_cnpj,79.891.580/7985-38
di_0013,DI,declarant_cnpj,93.674.548/0619-46
di_0013,DI,ncm,40169300
di_0013,DI,container_number,LGBM2403624
di_0013,DI,gross_weight_kg,"21.552,174"
di_0013,DI,bl_number,HBLXTFGCWAI3
di_0013,DI,country_origin,ESTADOS UNIDOS
di_0013,DI,customs_value_brl,"532.564,00"
di_0013,DI,port_terminal,RECINTO ALFANDEGADO MODELO
di_0014,DI,document_type,DI
di_0014,DI,document_number,26/1764172-6
di_0014,DI,registration_date,13/01/2025
di_0014,DI,importer_name,ATLANTICO SUL INDUSTRIA E COMERCIO LTDA
di_0014,DI,importer_cnpj,95.721.451/5667-37
di_0014,DI,declarant_cnpj,44.095.751/4781-95
di_0014,DI,ncm,40169300
di_0014,DI,container_number,HZNK5062649
di_0014,DI,gross_weight_kg,"4.521,906"
di_0014,DI,bl_number,SUDU5XLTF28SY
di_0014,DI,country_origin,ALEMANHA
di_0014,DI,customs_value_brl,"195.535,36"
di_0014,DI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
di_0015,DI,document_type,DI
di_0015,DI,document_number,26/4719563-0
di_0015,DI,registration_date,25/10/2025
di_0015,DI,importer_name,COSTA AZUL TRADING S A
di_0015,DI,importer_cnpj,07.588.447/9178-85
di_0015,DI,declarant_cnpj,98.556.619/0912-50
di_0015,DI,ncm,85371090
di_0015,DI,container_number,KLLC7000177
di_0015,DI,gross_weight_kg,"26.191,212"
di_0015,DI,bl_number,COSUBBCUBOVQT
di_0015,DI,country_origin,INDIA
di_0015,DI,customs_value_brl,"316.127,19"
di_0015,DI,port_terminal,PORTO DEMONSTRATIVO
di_0016,DI,document_type,DI
di_0016,DI,document_number,25/2630877-3
di_0016,DI,registration_date,27/10/2025
di_0016,DI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
di_0016,DI,importer_cnpj,76.121.214/5098-79
di_0016,DI,declarant_cnpj,97.107.349/7935-53
di_0016,DI,ncm,85044040
di_0016,DI,container_number,DEXZ7417179
di_0016,DI,gross_weight_kg,"6.795,044"
di_0016,DI,bl_number,HBL9D69K62LN
di_0016,DI,country_origin,CHINA
di_0016,DI,customs_value_brl,"60.850,47"
di_0016,DI,port_terminal,TERMINAL PORTUARIO SINTETICO 01
di_0017,DI,document_type,DI
di_0017,DI,document_number,25/7479123-0
di_0017,DI,registration_date,18/04/2025
di_0017,DI,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
di_0017,DI,importer_cnpj,51.884.208/4912-38
di_0017,DI,declarant_cnpj,70.968.603/2840-95
di_0017,DI,ncm,87089990
di_0017,DI,container_number,ZPBR9589036
di_0017,DI,gross_weight_kg,"28.670,331"
di_0017,DI,bl_number,COSU1WEHSC5FK
di_0017,DI,country_origin,ALEMANHA
di_0017,DI,customs_value_brl,"279.911,78"
di_0017,DI,port_terminal,RECINTO ALFANDEGADO MODELO
di_0018,DI,document_type,DI
di_0018,DI,document_number,26/8871637-6
di_0018,DI,registration_date,07/12/2025
di_0018,DI,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
di_0018,DI,importer_cnpj,23.980.216/1014-80
di_0018,DI,declarant_cnpj,56.404.354/4361-80
di_0018,DI,ncm,85371090
di_0018,DI,container_number,HDAW8880840
di_0018,DI,gross_weight_kg,"19.130,781"
di_0018,DI,bl_number,COSU3T2SZPB7Q
di_0018,DI,country_origin,ALEMANHA
di_0018,DI,customs_value_brl,"892.705,87"
di_0018,DI,port_terminal,PORTO DEMONSTRATIVO
di_0019,DI,document_type,DI
di_0019,DI,document_number,26/8018767-9
di_0019,DI,registration_date,01/01/2026
di_0019,DI,importer_name,COSTA AZUL TRADING S A
di_0019,DI,importer_cnpj,01.414.861/2193-37
di_0019,DI,declarant_cnpj,58.937.036/9111-13
di_0019,DI,ncm,87089990
di_0019,DI,container_number,LUYM2574823
di_0019,DI,gross_weight_kg,"13.967,732"
di_0019,DI,bl_number,MSCUPLVR370LO
di_0019,DI,country_origin,ALEMANHA
di_0019,DI,customs_value_brl,"420.778,55"
di_0019,DI,port_terminal,RECINTO ALFANDEGADO MODELO
di_0020,DI,document_type,DI
di_0020,DI,document_number,25/6412420-2
di_0020,DI,registration_date,19/08/2025
di_0020,DI,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
di_0020,DI,importer_cnpj,26.531.219/8457-91
di_0020,DI,declarant_cnpj,10.602.804/6556-62
di_0020,DI,ncm,94036000
di_0020,DI,container_number,VDHU8036614
di_0020,DI,gross_weight_kg,"12.884,366"
di_0020,DI,bl_number,COSUMPWJSMF7W
di_0020,DI,country_origin,ESTADOS UNIDOS
di_0020,DI,customs_value_brl,"280.928,87"
di_0020,DI,port_terminal,RECINTO ALFANDEGADO MODELO
duimp_0001,DUIMP,document_type,DUIMP
duimp_0001,DUIMP,document_number,BR257862680951
duimp_0001,DUIMP,registration_date,17/11/2025
duimp_0001,DUIMP,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
duimp_0001,DUIMP,importer_cnpj,41.029.237/8418-14
duimp_0001,DUIMP,declarant_cnpj,09.368.448/0885-21
duimp_0001,DUIMP,ncm,85371090
duimp_0001,DUIMP,container_number,XDAK9549350
duimp_0001,DUIMP,gross_weight_kg,"5.859,194"
duimp_0001,DUIMP,bl_number,ONEYJXMJEG6OV
duimp_0001,DUIMP,country_origin,ESTADOS UNIDOS
duimp_0001,DUIMP,customs_value_brl,"102.212,30"
duimp_0001,DUIMP,port_terminal,RECINTO ALFANDEGADO MODELO
duimp_0002,DUIMP,document_type,DUIMP
duimp_0002,DUIMP,document_number,BR263211351472
duimp_0002,DUIMP,registration_date,25/07/2025
duimp_0002,DUIMP,importer_name,COSTA AZUL TRADING S A
duimp_0002,DUIMP,importer_cnpj,70.292.282/3617-51
duimp_0002,DUIMP,declarant_cnpj,73.740.012/3027-51
duimp_0002,DUIMP,ncm,39269090
duimp_0002,DUIMP,container_number,QCFX4919167
duimp_0002,DUIMP,gross_weight_kg,"10.255,976"
duimp_0002,DUIMP,bl_number,HBL0OP8IFG8D
duimp_0002,DUIMP,country_origin,CHINA
duimp_0002,DUIMP,customs_value_brl,"306.035,05"
duimp_0002,DUIMP,port_terminal,RECINTO ALFANDEGADO MODELO
duimp_0003,DUIMP,document_type,DUIMP
duimp_0003,DUIMP,document_number,BR269341858090
duimp_0003,DUIMP,registration_date,16/03/2026
duimp_0003,DUIMP,importer_name,COSTA AZUL TRADING S A
duimp_0003,DUIMP,importer_cnpj,52.239.832/8357-59
duimp_0003,DUIMP,declarant_cnpj,85.713.122/3369-99
duimp_0003,DUIMP,ncm,39269090
duimp_0003,DUIMP,container_number,RCYU2865203
duimp_0003,DUIMP,gross_weight_kg,"17.952,428"
duimp_0003,DUIMP,bl_number,COSUYIICW5NDM
duimp_0003,DUIMP,country_origin,MEXICO
duimp_0003,DUIMP,customs_value_brl,"357.091,01"
duimp_0003,DUIMP,port_terminal,TERMINAL PORTUARIO SINTETICO 01
duimp_0004,DUIMP,document_type,DUIMP
duimp_0004,DUIMP,document_number,BR254786376297
duimp_0004,DUIMP,registration_date,04/01/2026
duimp_0004,DUIMP,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
duimp_0004,DUIMP,importer_cnpj,90.742.764/9534-67
duimp_0004,DUIMP,declarant_cnpj,56.594.511/9036-32
duimp_0004,DUIMP,ncm,94036000
duimp_0004,DUIMP,container_number,MKNJ7481926
duimp_0004,DUIMP,gross_weight_kg,"7.221,796"
duimp_0004,DUIMP,bl_number,ONEY37U58Y177
duimp_0004,DUIMP,country_origin,COREIA DO SUL
duimp_0004,DUIMP,customs_value_brl,"556.549,04"
duimp_0004,DUIMP,port_terminal,PORTO DEMONSTRATIVO
duimp_0005,DUIMP,document_type,DUIMP
duimp_0005,DUIMP,document_number,BR253764853914
duimp_0005,DUIMP,registration_date,26/07/2025
duimp_0005,DUIMP,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
duimp_0005,DUIMP,importer_cnpj,15.062.415/8406-55
duimp_0005,DUIMP,declarant_cnpj,23.365.962/1727-75
duimp_0005,DUIMP,ncm,40169300
duimp_0005,DUIMP,container_number,DIGU5301161
duimp_0005,DUIMP,gross_weight_kg,"20.903,147"
duimp_0005,DUIMP,bl_number,ONEY2PUNKDXMF
duimp_0005,DUIMP,country_origin,CHINA
duimp_0005,DUIMP,customs_value_brl,"722.748,31"
duimp_0005,DUIMP,port_terminal,TERMINAL PORTUARIO SINTETICO 01
duimp_0006,DUIMP,document_type,DUIMP
duimp_0006,DUIMP,document_number,BR266400228512
duimp_0006,DUIMP,registration_date,12/01/2025
duimp_0006,DUIMP,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
duimp_0006,DUIMP,importer_cnpj,87.224.031/8094-36
duimp_0006,DUIMP,declarant_cnpj,95.610.923/0819-13
duimp_0006,DUIMP,ncm,39269090
duimp_0006,DUIMP,container_number,XGTY2451383
duimp_0006,DUIMP,gross_weight_kg,"11.963,734"
duimp_0006,DUIMP,bl_number,COSUER6YPIA2I
duimp_0006,DUIMP,country_origin,CHINA
duimp_0006,DUIMP,customs_value_brl,"780.476,99"
duimp_0006,DUIMP,port_terminal,RECINTO ALFANDEGADO MODELO
duimp_0007,DUIMP,document_type,DUIMP
duimp_0007,DUIMP,document_number,BR262237207796
duimp_0007,DUIMP,registration_date,19/03/2026
duimp_0007,DUIMP,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
duimp_0007,DUIMP,importer_cnpj,15.154.595/9920-35
duimp_0007,DUIMP,declarant_cnpj,78.649.030/6884-47
duimp_0007,DUIMP,ncm,40169300
duimp_0007,DUIMP,container_number,LWHO7367300
duimp_0007,DUIMP,gross_weight_kg,"25.098,407"
duimp_0007,DUIMP,bl_number,HBLVHAE2W2CH
duimp_0007,DUIMP,country_origin,INDIA
duimp_0007,DUIMP,customs_value_brl,"479.127,62"
duimp_0007,DUIMP,port_terminal,PORTO DEMONSTRATIVO
duimp_0008,DUIMP,document_type,DUIMP
duimp_0008,DUIMP,document_number,BR267465216472
duimp_0008,DUIMP,registration_date,10/03/2025
duimp_0008,DUIMP,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
duimp_0008,DUIMP,importer_cnpj,62.813.637/5093-55
duimp_0008,DUIMP,declarant_cnpj,69.229.895/1202-84
duimp_0008,DUIMP,ncm,85044040
duimp_0008,DUIMP,container_number,ELIP7604154
duimp_0008,DUIMP,gross_weight_kg,"7.934,625"
duimp_0008,DUIMP,bl_number,HBLZ7M1WWSSC
duimp_0008,DUIMP,country_origin,ESTADOS UNIDOS
duimp_0008,DUIMP,customs_value_brl,"564.930,45"
duimp_0008,DUIMP,port_terminal,RECINTO ALFANDEGADO MODELO
duimp_0009,DUIMP,document_type,DUIMP
duimp_0009,DUIMP,document_number,BR256007684233
duimp_0009,DUIMP,registration_date,14/04/2026
duimp_0009,DUIMP,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
duimp_0009,DUIMP,importer_cnpj,15.587.662/4179-57
duimp_0009,DUIMP,declarant_cnpj,49.270.266/0403-85
duimp_0009,DUIMP,ncm,94036000
duimp_0009,DUIMP,container_number,DGOH6382591
duimp_0009,DUIMP,gross_weight_kg,"29.426,200"
duimp_0009,DUIMP,bl_number,MSCU6S267D391
duimp_0009,DUIMP,country_origin,COREIA DO SUL
duimp_0009,DUIMP,customs_value_brl,"177.596,62"
duimp_0009,DUIMP,port_terminal,TERMINAL PORTUARIO SINTETICO 01
duimp_0010,DUIMP,document_type,DUIMP
duimp_0010,DUIMP,document_number,BR257927996672
duimp_0010,DUIMP,registration_date,01/09/2025
duimp_0010,DUIMP,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
duimp_0010,DUIMP,importer_cnpj,15.793.552/0072-37
duimp_0010,DUIMP,declarant_cnpj,41.011.244/7888-70
duimp_0010,DUIMP,ncm,85371090
duimp_0010,DUIMP,container_number,EWRE1357109
duimp_0010,DUIMP,gross_weight_kg,"8.748,691"
duimp_0010,DUIMP,bl_number,HBLTA5VO0TJX
duimp_0010,DUIMP,country_origin,ALEMANHA
duimp_0010,DUIMP,customs_value_brl,"425.259,22"
duimp_0010,DUIMP,port_terminal,TERMINAL PORTUARIO SINTETICO 01
duimp_0011,DUIMP,document_type,DUIMP
duimp_0011,DUIMP,document_number,BR265161781843
duimp_0011,DUIMP,registration_date,07/07/2025
duimp_0011,DUIMP,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
duimp_0011,DUIMP,importer_cnpj,27.503.461/2246-23
duimp_0011,DUIMP,declarant_cnpj,24.706.361/9480-60
duimp_0011,DUIMP,ncm,73181500
duimp_0011,DUIMP,container_number,JIYO5233241
duimp_0011,DUIMP,gross_weight_kg,"25.263,062"
duimp_0011,DUIMP,bl_number,ONEYWV9DUH4PF
duimp_0011,DUIMP,country_origin,MEXICO
duimp_0011,DUIMP,customs_value_brl,"566.303,96"
duimp_0011,DUIMP,port_terminal,TERMINAL PORTUARIO SINTETICO 01
duimp_0012,DUIMP,document_type,DUIMP
duimp_0012,DUIMP,document_number,BR268919681982
duimp_0012,DUIMP,registration_date,12/02/2025
duimp_0012,DUIMP,importer_name,COSTA AZUL TRADING S A
duimp_0012,DUIMP,importer_cnpj,90.666.051/2401-21
duimp_0012,DUIMP,declarant_cnpj,37.955.402/4160-53
duimp_0012,DUIMP,ncm,73181500
duimp_0012,DUIMP,container_number,UZHI1651590
duimp_0012,DUIMP,gross_weight_kg,"8.199,217"
duimp_0012,DUIMP,bl_number,SUDU94PZ1H6RJ
duimp_0012,DUIMP,country_origin,INDIA
duimp_0012,DUIMP,customs_value_brl,"751.083,38"
duimp_0012,DUIMP,port_terminal,PORTO DEMONSTRATIVO
duimp_0013,DUIMP,document_type,DUIMP
duimp_0013,DUIMP,document_number,BR256570727269
duimp_0013,DUIMP,registration_date,07/01/2025
duimp_0013,DUIMP,importer_name,ALFA COMERCIO INTERNACIONAL LTDA
duimp_0013,DUIMP,importer_cnpj,94.208.039/1989-07
duimp_0013,DUIMP,declarant_cnpj,71.794.355/1468-81
duimp_0013,DUIMP,ncm,73181500
duimp_0013,DUIMP,container_number,OLNJ1038864
duimp_0013,DUIMP,gross_weight_kg,"19.450,692"
duimp_0013,DUIMP,bl_number,HBLU0BR413DO
duimp_0013,DUIMP,country_origin,CHINA
duimp_0013,DUIMP,customs_value_brl,"812.122,64"
duimp_0013,DUIMP,port_terminal,RECINTO ALFANDEGADO MODELO
duimp_0014,DUIMP,document_type,DUIMP
duimp_0014,DUIMP,document_number,BR264762426102
duimp_0014,DUIMP,registration_date,12/02/2025
duimp_0014,DUIMP,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
duimp_0014,DUIMP,importer_cnpj,22.784.959/4632-84
duimp_0014,DUIMP,declarant_cnpj,68.790.064/5959-32
duimp_0014,DUIMP,ncm,39269090
duimp_0014,DUIMP,container_number,FWTL8661281
duimp_0014,DUIMP,gross_weight_kg,"8.429,205"
duimp_0014,DUIMP,bl_number,ONEY7XW6ZBDUA
duimp_0014,DUIMP,country_origin,MEXICO
duimp_0014,DUIMP,customs_value_brl,"606.597,58"
duimp_0014,DUIMP,port_terminal,RECINTO ALFANDEGADO MODELO
duimp_0015,DUIMP,document_type,DUIMP
duimp_0015,DUIMP,document_number,BR254623110232
duimp_0015,DUIMP,registration_date,12/11/2025
duimp_0015,DUIMP,importer_name,DELTA LOGISTICA E IMPORTACAO LTDA
duimp_0015,DUIMP,importer_cnpj,32.495.101/0638-32
duimp_0015,DUIMP,declarant_cnpj,75.706.862/0157-50
duimp_0015,DUIMP,ncm,84713012
duimp_0015,DUIMP,container_number,AVCA3579245
duimp_0015,DUIMP,gross_weight_kg,"22.858,260"
duimp_0015,DUIMP,bl_number,MSCU1GYNSL0AM
duimp_0015,DUIMP,country_origin,COREIA DO SUL
duimp_0015,DUIMP,customs_value_brl,"173.039,54"
duimp_0015,DUIMP,port_terminal,PORTO DEMONSTRATIVO
duimp_0016,DUIMP,document_type,DUIMP
duimp_0016,DUIMP,document_number,BR269242461243
duimp_0016,DUIMP,registration_date,26/05/2025
duimp_0016,DUIMP,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
duimp_0016,DUIMP,importer_cnpj,41.959.254/6770-21
duimp_0016,DUIMP,declarant_cnpj,73.476.133/3115-81
duimp_0016,DUIMP,ncm,87089990
duimp_0016,DUIMP,container_number,NYIO1976606
duimp_0016,DUIMP,gross_weight_kg,"2.251,688"
duimp_0016,DUIMP,bl_number,SUDUOY9G87ES8
duimp_0016,DUIMP,country_origin,COREIA DO SUL
duimp_0016,DUIMP,customs_value_brl,"456.205,55"
duimp_0016,DUIMP,port_terminal,PORTO DEMONSTRATIVO
duimp_0017,DUIMP,document_type,DUIMP
duimp_0017,DUIMP,document_number,BR267539546414
duimp_0017,DUIMP,registration_date,03/05/2025
duimp_0017,DUIMP,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
duimp_0017,DUIMP,importer_cnpj,28.722.664/5284-05
duimp_0017,DUIMP,declarant_cnpj,95.827.045/2251-80
duimp_0017,DUIMP,ncm,87089990
duimp_0017,DUIMP,container_number,ARMF6381684
duimp_0017,DUIMP,gross_weight_kg,"7.281,797"
duimp_0017,DUIMP,bl_number,COSUAWJDRDLX7
duimp_0017,DUIMP,country_origin,COREIA DO SUL
duimp_0017,DUIMP,customs_value_brl,"769.117,94"
duimp_0017,DUIMP,port_terminal,TERMINAL PORTUARIO SINTETICO 01
duimp_0018,DUIMP,document_type,DUIMP
duimp_0018,DUIMP,document_number,BR252897241300
duimp_0018,DUIMP,registration_date,11/06/2025
duimp_0018,DUIMP,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
duimp_0018,DUIMP,importer_cnpj,63.093.754/1719-48
duimp_0018,DUIMP,declarant_cnpj,54.701.679/0030-47
duimp_0018,DUIMP,ncm,73181500
duimp_0018,DUIMP,container_number,ETGH9480108
duimp_0018,DUIMP,gross_weight_kg,"9.591,543"
duimp_0018,DUIMP,bl_number,MBLY5P5T0EEO
duimp_0018,DUIMP,country_origin,INDIA
duimp_0018,DUIMP,customs_value_brl,"496.830,88"
duimp_0018,DUIMP,port_terminal,TERMINAL PORTUARIO SINTETICO 01
duimp_0019,DUIMP,document_type,DUIMP
duimp_0019,DUIMP,document_number,BR266174049145
duimp_0019,DUIMP,registration_date,23/03/2025
duimp_0019,DUIMP,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
duimp_0019,DUIMP,importer_cnpj,16.767.037/7906-35
duimp_0019,DUIMP,declarant_cnpj,73.422.045/0150-08
duimp_0019,DUIMP,ncm,87089990
duimp_0019,DUIMP,container_number,IXSH8253164
duimp_0019,DUIMP,gross_weight_kg,"20.248,457"
duimp_0019,DUIMP,bl_number,ONEYT34BT144R
duimp_0019,DUIMP,country_origin,MEXICO
duimp_0019,DUIMP,customs_value_brl,"820.341,64"
duimp_0019,DUIMP,port_terminal,PORTO DEMONSTRATIVO
duimp_0020,DUIMP,document_type,DUIMP
duimp_0020,DUIMP,document_number,BR251836092345
duimp_0020,DUIMP,registration_date,12/05/2025
duimp_0020,DUIMP,importer_name,NOVA ROTA COMERCIO EXTERIOR LTDA
duimp_0020,DUIMP,importer_cnpj,72.116.033/2373-62
duimp_0020,DUIMP,declarant_cnpj,42.987.916/3708-26
duimp_0020,DUIMP,ncm,85371090
duimp_0020,DUIMP,container_number,IGFS0959648
duimp_0020,DUIMP,gross_weight_kg,"7.417,109"
duimp_0020,DUIMP,bl_number,SUDUIPVQMHBCX
duimp_0020,DUIMP,country_origin,ALEMANHA
duimp_0020,DUIMP,customs_value_brl,"389.972,03"
duimp_0020,DUIMP,port_terminal,RECINTO ALFANDEGADO MODELO
ddi_0001,DDI,document_type,DDI
ddi_0001,DDI,document_number,DDI-2026-478849
ddi_0001,DDI,registration_date,13/03/2025
ddi_0001,DDI,importer_name,BRAVO IMPORTADORA DE PECAS LTDA
ddi_0001,DDI,importer_cnpj,30.258.349/0824-49
ddi_0001,DDI,declarant_cnpj,57.686.691/8440-36
